vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
1,21926,-5.822414527086837,4.146495235035242,-4.045173817328499,-5.279262157265958,1.8262114572558639,-13.815510557964274,1.739009079536955,15.55451963750123,-1.2512038341113316,-0.10567166330635125,0.02800280046048851
